width,wheelbase,class
1.7186002370250124,2.4316313767259286,1.0
1.7223398410411503,2.411458781023284,1.0
1.6640309151723713,2.4185961778162146,1.0
1.7651204220183603,2.512944772185186,1.0
1.6367214729273898,2.582972177844343,1.0
1.7584319818331857,2.4180688110809316,1.0
1.6692389352630506,2.5515541786204796,1.0
1.7300554962543997,2.4092726156354014,1.0
1.7646687831329024,2.567877697960938,1.0
1.765266517895431,2.5798141583440284,1.0
1.6989440698837206,2.4680662293597453,1.0
1.6480058144628786,2.51561808616792,1.0
1.6485540173748923,2.575738240164464,1.0
1.7465180412051702,2.4651645233361847,1.0
1.624620367112291,2.5172662711114446,1.0
1.7170864809490836,2.5397147925439114,1.0
1.7118780235650803,2.404329644628659,1.0
1.6483002407940028,2.401703063182754,1.0
1.7366073415037573,2.513624552476881,1.0
1.7471416660299628,2.448750355988002,1.0
1.6900026940943282,2.4825353866382147,1.0
1.6564373165003334,2.4798160009773436,1.0
1.700190631430109,2.5589525286189394,1.0
1.7381037275492452,2.515869629611976,1.0
1.7573012366545557,2.490046884873254,1.0
1.763060304249174,2.517915763238601,1.0
1.7006777803941995,2.4051745772233466,1.0
1.657259679936302,2.58979548625219,1.0
1.7526154212052274,2.5779955184057624,1.0
1.7427846403276384,2.427938254145324,1.0
1.6858701277712755,2.5702086724094606,1.0
1.7247523319888516,2.4171920331196346,1.0
1.7324408317245101,2.453434373970684,1.0
1.680681555305534,2.56979300795264,1.0
1.7605390527202747,2.5412282952844336,1.0
1.7950929159782019,2.6501611984630054,-1.0
1.7880089377917925,2.703206209268608,-1.0
1.9075340444411906,2.8492903383474424,-1.0
1.8679548028935118,2.621037810098317,-1.0
1.8567819471244056,2.738678603800628,-1.0
1.8292070458984682,2.6348620147446504,-1.0
1.900261021093241,2.7984250149779824,-1.0
1.8451495816510715,2.7037750615577036,-1.0
1.859888627347745,2.8567726469329275,-1.0
1.9045099548916484,2.818179070115046,-1.0
1.8869337707278162,2.7842218564616505,-1.0
1.8579707979261242,2.733463599236025,-1.0
1.848538268566659,2.69601964154512,-1.0
1.8997630034410316,2.8345897620685956,-1.0
1.8200260389769178,2.6245355363926404,-1.0
1.8711103120754693,2.7347006069519435,-1.0
1.918623735869909,2.730326478420025,-1.0
1.8114295770984377,2.6949306958791373,-1.0
1.78372397328623,2.6359174879031326,-1.0
1.911810547747923,2.699884528081352,-1.0
1.79880217235259,2.6255805732749273,-1.0
1.783970042816951,2.717454982717746,-1.0
1.8450587529187565,2.6693987954664036,-1.0
1.8944117751641705,2.6475930095305147,-1.0
1.9076588640793966,2.7719189702651184,-1.0
1.9022800945317793,2.6782548842629583,-1.0
1.782172707714475,2.6654805552718672,-1.0
1.8127078337318046,2.841752631740876,-1.0
1.889254169996002,2.780984954164248,-1.0
1.9039998584693874,2.658032856825109,-1.0
1.7907621637358402,2.7780487183283933,-1.0
1.8444633093636436,2.662530272658172,-1.0
1.8211179738584322,2.8262138694468852,-1.0
1.8525251646605587,2.6239703524057685,-1.0
1.9026370843888747,2.7086158344236617,-1.0
1.8254940769645756,2.8057684301570194,-1.0
1.8613150864470736,2.8423709459904822,-1.0
1.8392085998352852,2.674856042276139,-1.0
1.816643842900274,2.775462585701125,-1.0
1.807974407930248,2.7869334066848377,-1.0
1.7945570890848954,2.7683740894966773,-1.0
1.8694347195013854,2.82068690935814,-1.0
1.8446462058814823,2.6444485803971327,-1.0
1.7956393328597366,2.797481038544808,-1.0
1.7805985357616136,2.6868785292707607,-1.0
1.827609749196419,2.674933604325926,-1.0
1.8694488974851171,2.810719707251791,-1.0
1.797379945433574,2.6903282009771186,-1.0
1.8321553172744267,2.643508498138436,-1.0
1.8831135077348085,2.6724953043467603,-1.0
1.8914081129250675,2.710863120459457,-1.0
1.8271144211220156,2.7478805122943006,-1.0
1.8654277112285487,2.747453461512513,-1.0
1.8705044613667479,2.798037886084475,-1.0
1.8656044891986958,2.7650490418566527,-1.0
1.8133806597900497,2.744142625378686,-1.0
1.8124554185759119,2.632370570655321,-1.0
1.8053489258013247,2.7423933016118514,-1.0
1.7946629402100256,2.6632306180254957,-1.0
1.8070962167473323,2.6809392953054982,-1.0
1.845854957931555,2.8585673742146676,-1.0
1.8106460949018743,2.768027110675717,-1.0
1.8087191989537628,2.634772579171754,-1.0
1.878087667310481,2.6429528568376055,-1.0
1.7892760510650279,2.7063002286064948,-1.0
1.8978807072201038,2.7527102258576304,-1.0
1.8483497607849473,2.8290514982775607,-1.0
1.8212126924206533,2.8410721108777195,-1.0
1.8699781000010194,2.644369034358192,-1.0
1.8501976451430406,2.678902180890103,-1.0
1.8013941406749772,2.6979649751359083,-1.0
1.8302935315564013,2.774940495353427,-1.0
1.8602188413712095,2.779820007853696,-1.0
1.8916879005294303,2.745579306231194,-1.0
1.8926075580147372,2.807727640025463,-1.0
1.8843920372620573,2.7847453611521438,-1.0
1.8624919888136655,2.8440773837941813,-1.0
1.7937334066148622,2.7761003453935396,-1.0
1.786204526242995,2.6421991098061164,-1.0
1.8906984884309015,2.8199971006029467,-1.0
1.8556232090882823,2.8281766696934567,-1.0
1.8428965375705,2.8167312718385737,-1.0
1.802281047961572,2.828810921583371,-1.0
1.8540751438571714,2.7522671016568276,-1.0
1.8442465395492038,2.780875339585405,-1.0
1.8716507678597005,2.646169140254115,-1.0
1.9129934352795752,2.785598702533366,-1.0
1.8949664494743343,2.685395866384837,-1.0
1.8222070076506525,2.7003304433429958,-1.0
1.8167819406201362,2.696661293150971,-1.0
1.8868314774805897,2.7080914190748797,-1.0
1.8820387465096005,2.6393052160922617,-1.0
1.8342900319926356,2.703543468657151,-1.0
1.9071155170966019,2.778941138949675,-1.0
1.84251896173477,2.7206295890834844,-1.0
1.9021403782698618,2.8138810446885385,-1.0
1.831604420704356,2.824812599285727,-1.0
1.7921465128440484,2.7128995850268325,-1.0
1.8317959861919244,2.8382211291014983,-1.0
1.875498168302408,2.82980380387123,-1.0
1.8507482159445265,2.681542223521566,-1.0
1.9044375798609172,2.689744739101397,-1.0
1.8495587988653406,2.6283865859310787,-1.0
1.8124082865365048,2.6731134355330557,-1.0
1.8069102271529136,2.6948627208639406,-1.0
1.8363661901972794,2.8536119230309502,-1.0
1.8625250302119745,2.646478794422765,-1.0
1.9089593320360283,2.751836354608422,-1.0
1.7843938902959684,2.784994194097717,-1.0
1.8358693940816084,2.800991275651168,-1.0
1.7983612202452506,2.6332184389217743,-1.0
1.8763302274124767,2.8453712901981403,-1.0
1.8612092749213824,2.7584019559757427,-1.0
1.8377150333535925,2.620072826759526,-1.0
1.9110279752671413,2.84931352051777,-1.0
1.8916480962967652,2.8451670662998434,-1.0
1.815515597775789,2.8367594270741328,-1.0
1.8295331865380071,2.6737583635912383,-1.0
1.9053717915250847,2.776113972584232,-1.0
1.8784043665335963,2.6502863451612,-1.0
1.8166519189223167,2.8270455893274633,-1.0
1.9019729669390044,2.665595165225269,-1.0
1.8559362957434933,2.6863294063098904,-1.0
1.9020550509284848,2.7140489744758214,-1.0
1.8639156038924611,2.8031834587955076,-1.0
1.793632286969789,2.700583068161131,-1.0
1.8337660221724565,2.6206653026565663,-1.0
1.8741845234365815,2.8379175811955752,-1.0
1.8798724255808485,2.674874304808757,-1.0
1.8856665611464363,2.8591433494511875,-1.0
1.914854395853107,2.6505018216514484,-1.0
1.8280873374477113,2.7679537706310415,-1.0
1.9120944693833124,2.6617678218914134,-1.0
1.7965081224459456,2.6921754858123546,-1.0
1.8916304550645966,2.678267153885851,-1.0
1.8100934856061368,2.687844177573388,-1.0
1.9029028537565749,2.7909594564683746,-1.0
1.8863594534589192,2.8522565359261565,-1.0
1.8107329900723645,2.688399821762357,-1.0
1.9172397330537665,2.738835594363979,-1.0
1.8661071625289243,2.7537417518162606,-1.0
1.8347381296799916,2.8304001951747044,-1.0
1.7842153434975694,2.8486205675830227,-1.0
1.7945255285004322,2.797507339694519,-1.0
1.8036056942506287,2.6384015419191154,-1.0
1.8732762846202804,2.796550786059698,-1.0
1.833632647557976,2.6621822343560826,-1.0
1.802323028204305,2.826110096927865,-1.0
1.8540830732073326,2.741453340412837,-1.0
1.7979938249606768,2.846124962040421,-1.0
1.8238216834842655,2.6810912192092444,-1.0
1.8616670308674819,2.832733308076108,-1.0
1.8068073623011962,2.744572107496854,-1.0
1.8948759653464695,2.7563052702133466,-1.0
1.8546359183706398,2.787301563283248,-1.0
1.847449768083577,2.638576679651828,-1.0
1.8347920946529162,2.6621453825900994,-1.0
1.8506719140308212,2.703204413745925,-1.0
1.9020838884020017,2.796365436176748,-1.0
1.9188498379922547,2.857991213646779,-1.0
1.887813893517375,2.7515105361897136,-1.0
1.866244846718155,2.8568772350930645,-1.0
1.8750299823669307,2.7837860238426595,-1.0
1.8956036104463585,2.759886884338069,-1.0
1.819975882519921,2.8372564826508873,-1.0
1.830889069449304,2.6815320783256205,-1.0
1.8080673536248295,2.7194503942038537,-1.0
1.781714957674098,2.7318570750933246,-1.0
1.8795008446169192,2.7636624900608915,-1.0
1.8297218621401112,2.8321395790041803,-1.0
1.8451130821921982,2.680481783413179,-1.0
1.8067804240645071,2.857902761094178,-1.0
1.8328230260420293,2.6986135458351663,-1.0
1.9153938526201837,2.7283834302177623,-1.0
1.8486436568716584,2.828061202441264,-1.0
1.8219603131329156,2.72677491217673,-1.0
1.8138343010036344,2.8107372843691305,-1.0
1.880226938435186,2.8504170720934,-1.0
1.7899556137392396,2.6343440994145,-1.0
1.887311090746531,2.778058453896831,-1.0
1.8498805860167993,2.7001779018864998,-1.0
1.9176187905663329,2.7716288770291273,-1.0
1.8407630386923037,2.745518273982361,-1.0
1.8097016193301443,2.703933391689254,-1.0
1.8719710910528247,2.6817740991620997,-1.0
1.808787597357344,2.780339547964859,-1.0
1.8042480059082358,2.7762396657901554,-1.0
1.8425094232716894,2.716910427336339,-1.0
1.9196892132887489,2.7027719518713225,-1.0
1.8991493195841767,2.813814535300425,-1.0
1.9137005997550647,2.841344790031419,-1.0
1.8663614281019594,2.6774524938642217,-1.0
1.8628660116986633,2.6839413867224793,-1.0
1.9083805180836773,2.8132300603818026,-1.0
1.895256076751687,2.788780592828809,-1.0
1.8907031426928584,2.6941403520769183,-1.0
1.8166866351924384,2.627312929277121,-1.0
1.9078862256721463,2.6626476899804423,-1.0
1.9072999876148127,2.6919586265474362,-1.0
1.8149812735883577,2.72950664659032,-1.0
